schema_version,ssoc_2024,title,major_group_code,major_group,sub_major_group_code,minor_group_code,unit_group_code,score_status,ilo_mean_score_2025_median,ilo_mean_score_2025_min,ilo_mean_score_2025_max,ai_work_pressure_percentile,ai_work_pressure_midrank_position,ai_work_pressure_population_size,ilo_potential25_categories,ilo_potential25_least_exposed,ilo_potential25_most_exposed,ilo_task_score_sd_2025_median,ilo_task_score_sd_2025_min,ilo_task_score_sd_2025_max,official_isco08_codes,scored_isco08_codes,unscored_official_isco08_codes,mapping_quality,evidence_support,basic_monthly_p25_sgd,basic_monthly_median_sgd,basic_monthly_p75_sgd,gross_monthly_p25_sgd,gross_monthly_median_sgd,gross_monthly_p75_sgd,wage_reference_period,wage_source_id,direct_demand_signal_count,demand_source_keys,demand_source_occupations,labour_context_grain,labour_context_cluster,labour_context_data_as_of,evidence_data_as_of,limitations
9.0,33592,Government social benefits official,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,33,335,3359,scored,0.45,0.45,0.45,80.8,797.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.07,0.07,0.07,3353,3353,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,33593,Government licensing official,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,33,335,3359,scored,0.43,0.43,0.43,76.5,755.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.07,0.07,0.07,3354,3354,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,33599,Other government associate professional n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,33,335,3359,scored,0.36,0.36,0.36,60.2,594.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.1,0.1,0.1,3359,3359,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,33601,Air transport equipment project executive,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,33,336,3360,scored,0.26,0.26,0.26,33.8,334,987,Not Exposed,Not Exposed,Not Exposed,0.05,0.05,0.05,3119,3119,,one_to_one,official_crosswalk,3531,3989,4749,3531,3989,4749,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,33602,Rail transport equipment project executive,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,33,336,3360,scored,0.26,0.26,0.26,33.8,334,987,Not Exposed,Not Exposed,Not Exposed,0.05,0.05,0.05,3119,3119,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,33603,Road transport equipment project executive,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,33,336,3360,scored,0.26,0.26,0.26,33.8,334,987,Not Exposed,Not Exposed,Not Exposed,0.05,0.05,0.05,3119,3119,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,33609,Transport equipment project executive n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,33,336,3360,scored,0.26,0.26,0.26,33.8,334,987,Not Exposed,Not Exposed,Not Exposed,0.05,0.05,0.05,3119,3119,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,34110,Legal associate professional,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,341,3411,scored,0.39,0.39,0.39,70.3,694.5,987,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,0.14,0.14,0.14,3411,3411,,one_to_one,official_crosswalk,4056,5590,7941,4300,5725,8166,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34121,Youth work associate,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,341,3412,scored,0.33,0.33,0.33,54.9,542.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.13,0.13,0.13,3412,3412,,one_to_one,official_crosswalk,3291,3985,4717,3300,4010,4717,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34122,Social work associate,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,341,3412,scored,0.33,0.33,0.33,54.9,542.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.13,0.13,0.13,3412,3412,,one_to_one,official_crosswalk,3070,4010,4820,3070,4037,4922,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34123,Volunteer executive,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,341,3412,scored,0.33,0.33,0.33,54.9,542.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.13,0.13,0.13,3412,3412,,one_to_one,official_crosswalk,3250,3975,4954,3367,3985,4995,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34210,Athlete/Sportsperson,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,342,3421,scored,0.23,0.23,0.23,27.8,275.5,987,Not Exposed,Not Exposed,Not Exposed,0.11,0.11,0.11,3421,3421,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,34221,Sports coach,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,342,3422,scored,0.37,0.37,0.37,63.6,628.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.12,0.12,0.12,3422,3422,,one_to_one,official_crosswalk,2300,3495,4807,2438,3600,5000,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34222,Martial arts instructor,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,342,3422,scored,0.37,0.37,0.37,63.6,628.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.12,0.12,0.12,3422,3422,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,34223,Physical fitness instructor,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,342,3422,scored,0.25,0.25,0.25,31.1,307.5,987,Not Exposed,Not Exposed,Not Exposed,0.07,0.07,0.07,3423,3423,,one_to_one,official_crosswalk,2057,2339,3083,2400,2730,4200,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34224,Sports official,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,342,3422,scored,0.37,0.37,0.37,63.6,628.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.12,0.12,0.12,3422,3422,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,34229,Sports coach/instructor/official and related associate professional n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,342,3422,scored,0.31,0.25,0.37,51,503.5,987,Not Exposed|Minimal Exposure,Not Exposed,Minimal Exposure,0.095,0.07,0.12,3423|3422,3423|3422,,partial,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,34310,Photographer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,343,3431,scored,0.39,0.39,0.39,70.3,694.5,987,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,0.12,0.12,0.12,3431,3431,,one_to_one,official_crosswalk,4558,7781,9847,4558,7831,9847,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34321,Interior designer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,343,3432,scored,0.37,0.37,0.37,63.6,628.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.08,0.08,0.08,3432,3432,,one_to_one,official_crosswalk,2991,4000,5300,3000,4130,5350,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34322,Decorator,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,343,3432,scored,0.37,0.37,0.37,63.6,628.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.08,0.08,0.08,3432,3432,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,34323,Visual merchandiser,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,343,3432,scored,0.37,0.37,0.37,63.6,628.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.08,0.08,0.08,3432,3432,,one_to_one,official_crosswalk,3000,3787,4677,3030,3810,4790,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34331,Library officer,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,343,3433,scored,0.37,0.37,0.37,63.6,628.5,987,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,0.2,0.2,0.2,3433,3433,,one_to_one,official_crosswalk,2580,2944,4572,2580,2974,4595,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34332,Gallery/Museum and related technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,343,3433,scored,0.37,0.37,0.37,63.6,628.5,987,Exposed: Gradient 1,Exposed: Gradient 1,Exposed: Gradient 1,0.2,0.2,0.2,3433,3433,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,34341,Chef (excluding pastry chef),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,343,3434,scored,0.25,0.25,0.25,31.1,307.5,987,Not Exposed,Not Exposed,Not Exposed,0.06,0.06,0.06,3434,3434,,one_to_one,official_crosswalk,2567,3460,4625,2743,3650,4784,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34342,Kitchen operations head/supervisor,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,343,3434,scored,0.25,0.25,0.25,31.1,307.5,987,Not Exposed,Not Exposed,Not Exposed,0.06,0.06,0.06,3434,3434,,one_to_one,official_crosswalk,2634,4386,5567,3116,4517,5781,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34343,Pastry chef,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,343,3434,scored,0.25,0.25,0.25,31.1,307.5,987,Not Exposed,Not Exposed,Not Exposed,0.06,0.06,0.06,3434,3434,,one_to_one,official_crosswalk,2411,3240,5000,2665,3436,5304,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,34391,Tattooist,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,343,3439,insufficient_evidence,,,,,,,,,,,,,3435,,,one_to_one,official_crosswalk_without_ilo_score,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|No usable ILO 2025 score exists for the official ISCO mapping.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,34399,Other artistic/cultural associate professional n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,343,3439,insufficient_evidence,,,,,,,,,,,,,3435,,,one_to_one,official_crosswalk_without_ilo_score,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|No usable ILO 2025 score exists for the official ISCO mapping.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,34401,Disc jockey,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,344,3440,scored,0.13,0.13,0.13,6.1,61,987,Not Exposed,Not Exposed,Not Exposed,0.06,0.06,0.06,2659,2659,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,34409,Creative/Performing arts associate professional n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,34,344,3440,scored,0.13,0.13,0.13,6.1,61,987,Not Exposed,Not Exposed,Not Exposed,0.06,0.06,0.06,2659,2659,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,35110,Computer systems operator,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,351,3511,scored,0.43,0.43,0.43,76.5,755.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.13,0.13,0.13,3511,3511,,one_to_one,official_crosswalk,3714,4979,5820,3960,5025,5880,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,35121,IT infrastructure technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,351,3512,scored,0.45,0.43,0.47,80.8,797.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.135,0.08,0.19,3513|3512,3513|3512,,partial,official_crosswalk,3880,5043,6140,4130,5189,6222,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.
9.0,35122,IT security technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,351,3512,scored,0.45,0.43,0.47,80.8,797.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.135,0.08,0.19,3513|3512,3513|3512,,partial,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,35123,IT support technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,351,3512,scored,0.45,0.43,0.47,80.8,797.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.135,0.08,0.19,3513|3512,3513|3512,,partial,official_crosswalk,3023,4437,6120,3150,4586,6326,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.
9.0,35129,Computer technician n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,351,3512,scored,0.45,0.43,0.47,80.8,797.5,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.135,0.08,0.19,3513|3512,3513|3512,,partial,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|SSOC maps to multiple ISCO groups without official employment weights; the median and range are shown.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,35140,Website administrator/Webmaster,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,351,3514,scored,0.53,0.53,0.53,89.7,885,987,Exposed: Gradient 3,Exposed: Gradient 3,Exposed: Gradient 3,0.12,0.12,0.12,3514,3514,,one_to_one,official_crosswalk,1600,3150,4735,1600,3169,4853,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,35211,Media/Broadcasting operations technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,352,3521,scored,0.35,0.35,0.35,57.4,567,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.11,0.11,0.11,3521,3521,,one_to_one,official_crosswalk,3696,4250,5217,3809,4285,5238,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,35212,Video camera operator,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,352,3521,scored,0.35,0.35,0.35,57.4,567,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.11,0.11,0.11,3521,3521,,one_to_one,official_crosswalk,3878,5588,7325,3878,5588,7325,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,35213,Television/Motion picture camera operator,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,352,3521,scored,0.35,0.35,0.35,57.4,567,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.11,0.11,0.11,3521,3521,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,35214,Radio/Television studio equipment operator,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,352,3521,scored,0.35,0.35,0.35,57.4,567,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.11,0.11,0.11,3521,3521,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,35215,Sound engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,352,3521,scored,0.35,0.35,0.35,57.4,567,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.11,0.11,0.11,3521,3521,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,35219,Broadcasting technician/Audio-visual operator n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,352,3521,scored,0.35,0.35,0.35,57.4,567,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.11,0.11,0.11,3521,3521,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,35220,Telecommunications engineering technician,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,352,3522,scored,0.45,0.45,0.45,80.8,797.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.04,0.04,0.04,3522,3522,,one_to_one,official_crosswalk,2830,3397,3653,2939,3526,4060,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,35231,Telecommunications service supervisor,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,352,3523,scored,0.45,0.45,0.45,80.8,797.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.04,0.04,0.04,3522,3522,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,35232,Radio-telephone operator (land-based),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,352,3523,scored,0.45,0.45,0.45,80.8,797.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.04,0.04,0.04,3522,3522,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,35239,Telecommunications equipment operator n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,352,3523,scored,0.45,0.45,0.45,80.8,797.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.04,0.04,0.04,3522,3522,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,35290,Telecommunications/Broadcasting technician/Audio-visual operator n.e.c.,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,35,352,3529,scored,0.45,0.45,0.45,80.8,797.5,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.04,0.04,0.04,3522,3522,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,36100,Preschool education teacher,3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,36,361,3610,scored,0.21,0.21,0.21,23.9,236.5,987,Not Exposed,Not Exposed,Not Exposed,0.05,0.05,0.05,2342,2342,,one_to_one,official_crosswalk,3293,3957,4754,3395,4062,4864,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,36201,Language instructor (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,36,362,3620,scored,0.34,0.34,0.34,55.6,549,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.11,0.11,0.11,2353,2353,,one_to_one,official_crosswalk,2800,4000,4600,2964,4124,4700,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,36202,Art and craft instructor (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,36,362,3620,scored,0.35,0.35,0.35,57.4,567,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.1,0.1,0.1,2355,2355,,one_to_one,official_crosswalk,2971,3826,4646,2997,3826,4687,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,36203,Information technology trainer (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,36,362,3620,scored,0.47,0.47,0.47,82.8,817,987,Exposed: Gradient 2,Exposed: Gradient 2,Exposed: Gradient 2,0.1,0.1,0.1,2356,2356,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,36204,Music instructor (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,36,362,3620,scored,0.35,0.35,0.35,57.4,567,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.09,0.09,0.09,2354,2354,,one_to_one,official_crosswalk,2156,2850,3500,2345,3117,4010,2025-06,mom_occupational_wages_2025,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.
9.0,36205,Dance instructor (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,36,362,3620,scored,0.35,0.35,0.35,57.4,567,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.1,0.1,0.1,2355,2355,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
9.0,36206,Speech and drama instructor (extracurriculum),3,ASSOCIATE PROFESSIONALS AND TECHNICIANS,36,362,3620,scored,0.35,0.35,0.35,57.4,567,987,Minimal Exposure,Minimal Exposure,Minimal Exposure,0.1,0.1,0.1,2355,2355,,one_to_one,official_crosswalk,,,,,,,,,0,,,published_broad_occupation_group,pmet,2026 Q1,2026-08-19,Exposure measures task overlap with current GenAI capabilities; it is not a job-loss probability or forecast.|MOM does not publish a 2025 detailed wage row for this occupation.
